Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
A1 Telekom Werbespot 2016,A1 Telekom,YouTube,2021-10-14,2950049,Anna Veith,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.neumann.at/,Meta Ads Library
Red Bull Werbespot 1970,Red Bull,TV,2022-02-02,3686056,Armin Assinger,Magenta – So geht Internet heute.,https://www.klingler-reichel.com/,YouTube Leaderboard
XXXLutz Werbespot 1982,XXXLutz,TV,2024-12-18,2956340,Petra Frey,ÖBB – Nachhaltig ans Ziel.,https://www.mann-reichel.com/,Statista AT
Spar Werbespot 1994,Spar,TikTok,2021-11-11,5470728,Petra Frey,Spar – wo Qualität auf Preis trifft.,https://lackner.com/,YouTube Leaderboard
Hofer Werbespot 1994,Hofer,YouTube,2023-09-15,2483872,Conchita Wurst,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://plattner.org/,ORF
Erste Bank Werbespot 2016,Erste Bank,YouTube,2022-03-30,2877295,Conchita Wurst,Red Bull verleiht dir Flüüügel.,http://pertl.net/,Statista AT
Billa Werbespot 1983,Billa,TikTok,2021-07-16,7910677,Conchita Wurst,XXXLutz macht Wohnen zum Erlebnis.,http://geiger.net/,ORF
Lidl Österreich Werbespot 1979,Lidl Österreich,TV,2024-09-11,5919813,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://heinrich-pfister.org/,Statista AT
Billa Werbespot 1973,Billa,TV,2023-09-08,1327882,,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.hacker.net/,Meta Ads Library
ÖBB Werbespot 2012,ÖBB,Facebook,2021-02-12,3443288,Anna Veith,ÖBB – Nachhaltig ans Ziel.,https://klinger-klement.org/,Horizont.at
Erste Bank Werbespot 2007,Erste Bank,Instagram,2022-06-28,2504777,,Spar – wo Qualität auf Preis trifft.,https://www.falkner-kirchmair.org/,Meta Ads Library
Red Bull Werbespot 1983,Red Bull,TikTok,2025-03-16,4620904,Manuel Rubey,Mit Hofer wird’s g’scheit günstig.,http://kahr-schantl.org/,YouTube Leaderboard
Red Bull Werbespot 2003,Red Bull,YouTube,2024-02-06,3597018,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,http://horak.co.at/,ORF
Lidl Österreich Werbespot 1981,Lidl Österreich,Facebook,2023-03-03,823585,Petra Frey,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://danner.com/,YouTube Leaderboard
Billa Werbespot 1985,Billa,Instagram,2022-12-18,697329,,Mit Hofer wird’s g’scheit günstig.,https://hinterleitner.net/,Meta Ads Library
Erste Bank Werbespot 1988,Erste Bank,TV,2024-01-31,4112841,Manuel Rubey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://gahleitner-gollner.at/,Meta Ads Library
Magenta Werbespot 1978,Magenta,Facebook,2022-04-17,3122345,Manuel Rubey,Magenta – So geht Internet heute.,https://www.gabriel.at/,ORF
Billa Werbespot 1976,Billa,YouTube,2020-11-03,2218686,Petra Frey,Mit Hofer wird’s g’scheit günstig.,https://www.stangl.org/,Statista AT
Erste Bank Werbespot 2022,Erste Bank,Instagram,2021-01-02,4743243,Anna Veith,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://frisch.net/,YouTube Leaderboard
Spar Werbespot 1991,Spar,Instagram,2022-04-01,6789506,Conchita Wurst,ÖBB – Nachhaltig ans Ziel.,http://reitbauer-feichtenschlager.co.at/,Statista AT
Lidl Österreich Werbespot 2005,Lidl Österreich,TikTok,2021-10-01,521568,Anna Veith,Magenta – So geht Internet heute.,http://www.klaus.net/,Horizont.at
XXXLutz Werbespot 2001,XXXLutz,TV,2024-11-23,4814275,,Spar – wo Qualität auf Preis trifft.,https://schlosser.co.at/,Statista AT
Erste Bank Werbespot 2010,Erste Bank,TV,2024-03-07,7583044,Conchita Wurst,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://mayerhofer-oswald.co.at/,Horizont.at
Lidl Österreich Werbespot 2024,Lidl Österreich,TikTok,2021-01-22,5693574,,Bei Lidl Österreich ist mehr für dich drin.,https://koeberl-herbst.co.at/,YouTube Leaderboard
Spar Werbespot 1990,Spar,Facebook,2020-05-21,7971304,Petra Frey,Red Bull verleiht dir Flüüügel.,http://www.horak-mairhofer.org/,YouTube Leaderboard
A1 Telekom Werbespot 1970,A1 Telekom,YouTube,2024-06-25,3561526,Christoph Waltz,XXXLutz macht Wohnen zum Erlebnis.,https://spitzer.com/,Statista AT
A1 Telekom Werbespot 2010,A1 Telekom,Facebook,2022-04-07,7007006,,Bei Lidl Österreich ist mehr für dich drin.,http://kaefer.net/,ORF
ÖBB Werbespot 1996,ÖBB,YouTube,2022-06-04,3265611,Conchita Wurst,ÖBB – Nachhaltig ans Ziel.,http://hager-herzog.at/,Statista AT
Magenta Werbespot 1998,Magenta,Instagram,2022-05-03,4369460,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,https://schoepf.com/,Meta Ads Library
Lidl Österreich Werbespot 1998,Lidl Österreich,TikTok,2021-11-24,6567254,,Magenta – So geht Internet heute.,http://www.huber.net/,Meta Ads Library
XXXLutz Werbespot 2012,XXXLutz,Facebook,2024-02-24,4762934,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,https://jungwirth.co.at/,Horizont.at
Spar Werbespot 1973,Spar,TikTok,2024-11-06,6549294,Conchita Wurst,XXXLutz macht Wohnen zum Erlebnis.,http://www.holler.co.at/,ORF
Magenta Werbespot 2018,Magenta,TV,2024-01-11,2225738,DJ Ötzi,Magenta – So geht Internet heute.,http://www.freudenthaler.net/,Statista AT
Lidl Österreich Werbespot 1984,Lidl Österreich,TV,2023-03-17,324284,,Red Bull verleiht dir Flüüügel.,https://kocher-loeffler.at/,ORF
XXXLutz Werbespot 1992,XXXLutz,TikTok,2020-12-24,5115770,Christoph Waltz,Magenta – So geht Internet heute.,http://www.stefan-kratzer.at/,Meta Ads Library
XXXLutz Werbespot 2006,XXXLutz,Facebook,2024-04-18,423482,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,http://www.suppan-konrad.at/,ORF
ÖBB Werbespot 1978,ÖBB,Instagram,2022-06-01,6866730,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://schoeffmann.co.at/,ORF
Erste Bank Werbespot 2001,Erste Bank,YouTube,2021-02-04,7298861,Petra Frey,Spar – wo Qualität auf Preis trifft.,http://scheiber-jandl.com/,YouTube Leaderboard
Erste Bank Werbespot 1980,Erste Bank,Instagram,2020-08-28,2270058,Petra Frey,Magenta – So geht Internet heute.,http://riedmann-hutterer.co.at/,Horizont.at
Spar Werbespot 1994,Spar,TV,2020-09-27,1783272,Anna Veith,Magenta – So geht Internet heute.,http://www.rettenbacher.com/,Statista AT
Magenta Werbespot 1971,Magenta,YouTube,2021-09-20,4332395,DJ Ötzi,Red Bull verleiht dir Flüüügel.,https://www.steinwender-hausberger.at/,Meta Ads Library
Erste Bank Werbespot 1972,Erste Bank,TV,2025-03-29,1147913,,ÖBB – Nachhaltig ans Ziel.,https://www.stangl-dobler.co.at/,Horizont.at
Red Bull Werbespot 1980,Red Bull,Facebook,2024-07-20,7351546,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,http://bruckner.co.at/,Meta Ads Library
A1 Telekom Werbespot 2017,A1 Telekom,TV,2024-11-10,434121,Armin Assinger,Erste Bank – Weil du zählst.,http://www.handler-jost.org/,YouTube Leaderboard
Erste Bank Werbespot 2023,Erste Bank,TV,2023-04-03,4247307,DJ Ötzi,Magenta – So geht Internet heute.,https://www.schiefer.com/,Meta Ads Library
Red Bull Werbespot 2019,Red Bull,Instagram,2021-06-11,4110240,Anna Veith,Bei Lidl Österreich ist mehr für dich drin.,https://www.schnabl-leitgeb.org/,Statista AT
Billa Werbespot 1990,Billa,TikTok,2024-11-30,4634922,Petra Frey,Erste Bank – Weil du zählst.,https://www.grabner.com/,ORF
Billa Werbespot 2019,Billa,YouTube,2024-04-13,2401335,Marcel Hirscher,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.oberhauser.net/,Statista AT
Red Bull Werbespot 1990,Red Bull,TikTok,2022-07-16,6551689,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,https://stefan.org/,YouTube Leaderboard
A1 Telekom Werbespot 1995,A1 Telekom,Facebook,2021-11-16,2267236,,Magenta – So geht Internet heute.,http://haslinger.at/,Horizont.at
Red Bull Werbespot 2014,Red Bull,YouTube,2024-11-18,3987015,,Red Bull verleiht dir Flüüügel.,https://www.schenk.org/,YouTube Leaderboard
Lidl Österreich Werbespot 1980,Lidl Österreich,Facebook,2022-09-15,2127204,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,https://jaeger.org/,ORF
Erste Bank Werbespot 2014,Erste Bank,TV,2020-11-12,7153622,Manuel Rubey,Erste Bank – Weil du zählst.,http://www.widmann.co.at/,Statista AT
Erste Bank Werbespot 1977,Erste Bank,TV,2024-06-04,2544576,Anna Veith,ÖBB – Nachhaltig ans Ziel.,http://www.plank.net/,Horizont.at
XXXLutz Werbespot 2014,XXXLutz,YouTube,2024-06-19,71635,,ÖBB – Nachhaltig ans Ziel.,https://www.hahn-rauch.at/,ORF
Magenta Werbespot 1970,Magenta,TikTok,2022-01-27,5119082,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.stolz-rieger.at/,ORF
Spar Werbespot 1994,Spar,YouTube,2025-01-16,2830951,Petra Frey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://brenner.com/,ORF
Erste Bank Werbespot 2005,Erste Bank,Instagram,2020-08-23,1590078,Marcel Hirscher,Red Bull verleiht dir Flüüügel.,http://hackl.at/,Horizont.at
A1 Telekom Werbespot 1976,A1 Telekom,TikTok,2022-04-06,3399823,Armin Assinger,Erste Bank – Weil du zählst.,https://www.niederl.co.at/,YouTube Leaderboard
Red Bull Werbespot 2008,Red Bull,TV,2021-10-26,2489711,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.pokorny.net/,Statista AT
XXXLutz Werbespot 2017,XXXLutz,YouTube,2023-12-06,4900757,Manuel Rubey,Bei Lidl Österreich ist mehr für dich drin.,http://www.peer.org/,YouTube Leaderboard
ÖBB Werbespot 1992,ÖBB,TikTok,2021-08-23,5364562,Anna Veith,Mit Hofer wird’s g’scheit günstig.,https://peer-kahr.com/,ORF
Magenta Werbespot 1998,Magenta,Facebook,2023-12-17,7061788,Marcel Hirscher,ÖBB – Nachhaltig ans Ziel.,https://www.parzer.org/,YouTube Leaderboard
Erste Bank Werbespot 2020,Erste Bank,TV,2022-06-17,1083273,Conchita Wurst,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://kremser-achleitner.at/,Horizont.at
Billa Werbespot 1989,Billa,Instagram,2020-06-08,5499795,,XXXLutz macht Wohnen zum Erlebnis.,http://haeusler.co.at/,YouTube Leaderboard
ÖBB Werbespot 1991,ÖBB,Instagram,2020-06-25,3537179,Anna Veith,Erste Bank – Weil du zählst.,https://www.berner.com/,ORF
Erste Bank Werbespot 1980,Erste Bank,Instagram,2021-06-23,3900306,,XXXLutz macht Wohnen zum Erlebnis.,https://heindl.com/,Statista AT
Red Bull Werbespot 1976,Red Bull,TikTok,2025-02-24,4878019,,Bei Lidl Österreich ist mehr für dich drin.,https://www.dallinger.net/,Meta Ads Library
Hofer Werbespot 1981,Hofer,TikTok,2024-06-14,1015088,Anna Veith,Magenta – So geht Internet heute.,http://schwarzl.net/,Horizont.at
Erste Bank Werbespot 1975,Erste Bank,YouTube,2020-10-09,7315212,Manuel Rubey,Red Bull verleiht dir Flüüügel.,https://koell-weiss.at/,YouTube Leaderboard
A1 Telekom Werbespot 2022,A1 Telekom,TV,2022-03-24,4786503,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,http://hoeller.at/,YouTube Leaderboard
ÖBB Werbespot 1991,ÖBB,YouTube,2024-11-21,4100124,Christoph Waltz,Erste Bank – Weil du zählst.,http://schlosser.at/,YouTube Leaderboard
ÖBB Werbespot 2015,ÖBB,YouTube,2023-08-22,49539,,Mit Hofer wird’s g’scheit günstig.,https://www.leber.net/,ORF
A1 Telekom Werbespot 1980,A1 Telekom,TikTok,2021-06-03,6422954,Christoph Waltz,Red Bull verleiht dir Flüüügel.,https://www.plattner-seebacher.at/,Statista AT
Spar Werbespot 2007,Spar,TikTok,2023-09-11,3648235,Christoph Waltz,Magenta – So geht Internet heute.,https://www.muhr-lederer.co.at/,Statista AT
XXXLutz Werbespot 2021,XXXLutz,TV,2021-06-12,49167,Petra Frey,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.kreidl-roth.org/,Horizont.at
A1 Telekom Werbespot 1983,A1 Telekom,YouTube,2025-01-26,7492691,DJ Ötzi,Erste Bank – Weil du zählst.,http://www.hinteregger.com/,Horizont.at
A1 Telekom Werbespot 2016,A1 Telekom,YouTube,2025-03-13,5267030,Armin Assinger,Spar – wo Qualität auf Preis trifft.,http://www.koeck.com/,YouTube Leaderboard
ÖBB Werbespot 1982,ÖBB,Facebook,2023-01-10,871579,Marcel Hirscher,Magenta – So geht Internet heute.,https://www.gamsjaeger-kessler.org/,Horizont.at
Lidl Österreich Werbespot 2024,Lidl Österreich,Facebook,2024-01-22,557667,Marcel Hirscher,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://taferner.co.at/,ORF
Erste Bank Werbespot 2016,Erste Bank,TikTok,2023-06-24,5012713,Petra Frey,ÖBB – Nachhaltig ans Ziel.,http://www.schoen.co.at/,ORF
XXXLutz Werbespot 2012,XXXLutz,Facebook,2021-07-21,2885051,,Mit Hofer wird’s g’scheit günstig.,https://www.schinagl-strauss.at/,ORF
A1 Telekom Werbespot 1990,A1 Telekom,TV,2024-02-16,170429,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,https://www.gaertner-schoen.org/,YouTube Leaderboard
Billa Werbespot 1984,Billa,YouTube,2022-01-12,4956702,Anna Veith,ÖBB – Nachhaltig ans Ziel.,https://schwarzinger.at/,YouTube Leaderboard
Spar Werbespot 1995,Spar,YouTube,2025-04-04,3157342,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://bruckner.co.at/,Horizont.at
Lidl Österreich Werbespot 2023,Lidl Österreich,TikTok,2022-08-09,412320,Armin Assinger,XXXLutz macht Wohnen zum Erlebnis.,http://altmann.com/,Meta Ads Library
Red Bull Werbespot 2015,Red Bull,TV,2023-05-13,3737178,Conchita Wurst,Magenta – So geht Internet heute.,http://www.weiss-wilhelm.net/,Meta Ads Library
Magenta Werbespot 1985,Magenta,TV,2023-07-15,5897697,Marcel Hirscher,Red Bull verleiht dir Flüüügel.,http://weissenboeck-poeschl.org/,YouTube Leaderboard
Red Bull Werbespot 1975,Red Bull,TV,2021-11-19,5560444,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,http://schrammel.co.at/,Horizont.at
Erste Bank Werbespot 2006,Erste Bank,TikTok,2022-11-22,5888118,,Red Bull verleiht dir Flüüügel.,https://schuetz-fritsch.at/,Statista AT
Spar Werbespot 1993,Spar,TikTok,2023-04-17,997629,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://muhr.at/,Meta Ads Library
Spar Werbespot 2012,Spar,Facebook,2022-06-28,5118677,Petra Frey,Spar – wo Qualität auf Preis trifft.,https://www.holl.com/,ORF
Magenta Werbespot 1996,Magenta,Instagram,2021-06-19,5910855,Anna Veith,Magenta – So geht Internet heute.,http://schatzl.co.at/,ORF
Billa Werbespot 1998,Billa,TikTok,2022-05-05,4173725,Armin Assinger,Spar – wo Qualität auf Preis trifft.,http://zettl-rath.com/,Statista AT
ÖBB Werbespot 2000,ÖBB,YouTube,2024-11-28,116949,Anna Veith,XXXLutz macht Wohnen zum Erlebnis.,http://www.fiedler.co.at/,Meta Ads Library
Lidl Österreich Werbespot 1979,Lidl Österreich,TV,2022-12-05,1261114,,XXXLutz macht Wohnen zum Erlebnis.,http://rupp.co.at/,Horizont.at
Spar Werbespot 1991,Spar,Instagram,2020-11-15,5415088,Conchita Wurst,Spar – wo Qualität auf Preis trifft.,http://www.unterberger-wiesinger.co.at/,Statista AT
Erste Bank Werbespot 2019,Erste Bank,TV,2020-07-19,430103,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,https://hoefler-leonhartsberger.com/,YouTube Leaderboard
Red Bull Werbespot 1980,Red Bull,Instagram,2021-11-23,6734275,Marcel Hirscher,Erste Bank – Weil du zählst.,http://www.barth.org/,Statista AT
Spar Werbespot 1988,Spar,YouTube,2025-02-13,91137,Conchita Wurst,Red Bull verleiht dir Flüüügel.,http://www.scherzer.com/,YouTube Leaderboard
ÖBB Werbespot 1975,ÖBB,TV,2024-05-08,5226095,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://rosner.net/,Meta Ads Library
ÖBB Werbespot 2003,ÖBB,Facebook,2024-04-30,964892,DJ Ötzi,Magenta – So geht Internet heute.,http://www.haindl.net/,Statista AT
Hofer Werbespot 2022,Hofer,TV,2020-06-04,5797321,Marcel Hirscher,Mit Hofer wird’s g’scheit günstig.,https://schoepf.co.at/,Statista AT
Billa Werbespot 2021,Billa,Facebook,2022-01-14,5849896,Conchita Wurst,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.weissenboeck-reif.net/,YouTube Leaderboard
Spar Werbespot 2016,Spar,TikTok,2023-01-23,4058970,Manuel Rubey,Bei Lidl Österreich ist mehr für dich drin.,https://www.kucera-stefan.at/,Statista AT
Billa Werbespot 2011,Billa,TV,2023-07-14,6546103,,Erste Bank – Weil du zählst.,https://schoepf.org/,Horizont.at
Red Bull Werbespot 2005,Red Bull,Facebook,2020-08-16,4062365,,Mit Hofer wird’s g’scheit günstig.,http://tiefenbacher-wiesbauer.at/,Meta Ads Library
XXXLutz Werbespot 1986,XXXLutz,YouTube,2024-09-16,541301,Petra Frey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.krainz.at/,ORF
Red Bull Werbespot 1982,Red Bull,TikTok,2022-10-10,6448497,,Bei Lidl Österreich ist mehr für dich drin.,https://staudinger-tischler.com/,Horizont.at
A1 Telekom Werbespot 2001,A1 Telekom,Instagram,2021-09-18,4364523,,ÖBB – Nachhaltig ans Ziel.,https://brandstetter.co.at/,Horizont.at
Spar Werbespot 2001,Spar,Facebook,2024-02-21,4052719,Manuel Rubey,Erste Bank – Weil du zählst.,http://www.steiger.org/,Statista AT
Billa Werbespot 1979,Billa,TikTok,2023-08-23,467733,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://baldauf-gindl.net/,YouTube Leaderboard
Magenta Werbespot 2010,Magenta,TV,2022-01-06,7303186,Petra Frey,Red Bull verleiht dir Flüüügel.,https://www.kager-schiller.co.at/,Meta Ads Library
Hofer Werbespot 2018,Hofer,Facebook,2021-05-07,2785747,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.linder.at/,Meta Ads Library
Magenta Werbespot 2005,Magenta,TikTok,2023-07-26,5406536,Anna Veith,Magenta – So geht Internet heute.,http://kolm.co.at/,Statista AT
A1 Telekom Werbespot 1992,A1 Telekom,TV,2025-02-08,3736126,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,http://www.gindl.at/,Statista AT
Spar Werbespot 1998,Spar,TV,2022-12-02,2661316,Petra Frey,XXXLutz macht Wohnen zum Erlebnis.,https://reitbauer-glatz.at/,Statista AT
Red Bull Werbespot 1978,Red Bull,TV,2022-01-09,3468946,Conchita Wurst,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://lorenz.net/,Horizont.at
Magenta Werbespot 2006,Magenta,YouTube,2020-05-06,6651959,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,https://www.prohaska.net/,Horizont.at
Erste Bank Werbespot 2000,Erste Bank,TikTok,2023-10-15,1745194,,Mit Hofer wird’s g’scheit günstig.,https://www.rabitsch.org/,ORF
ÖBB Werbespot 1988,ÖBB,Facebook,2025-01-15,7092648,Armin Assinger,Mit Hofer wird’s g’scheit günstig.,http://www.frank.com/,ORF
Magenta Werbespot 1972,Magenta,TikTok,2021-07-14,3978932,,Erste Bank – Weil du zählst.,http://dirnberger-bock.at/,Statista AT
Spar Werbespot 1998,Spar,Facebook,2021-10-24,28429,Conchita Wurst,Erste Bank – Weil du zählst.,http://salcher.org/,ORF
Erste Bank Werbespot 2008,Erste Bank,TikTok,2025-01-29,3146419,,XXXLutz macht Wohnen zum Erlebnis.,http://polzer.at/,Meta Ads Library
Billa Werbespot 2022,Billa,Facebook,2022-11-04,6904082,Petra Frey,Magenta – So geht Internet heute.,https://tauber-buchner.net/,Meta Ads Library
Erste Bank Werbespot 2007,Erste Bank,Facebook,2020-11-06,1583228,,XXXLutz macht Wohnen zum Erlebnis.,https://falkner.com/,Statista AT
A1 Telekom Werbespot 1992,A1 Telekom,Facebook,2024-10-12,6022852,Petra Frey,Erste Bank – Weil du zählst.,https://www.gaertner.at/,Meta Ads Library
XXXLutz Werbespot 2008,XXXLutz,TikTok,2024-10-18,1043637,Armin Assinger,Mit Hofer wird’s g’scheit günstig.,http://schiefer.com/,Statista AT
Lidl Österreich Werbespot 1999,Lidl Österreich,Facebook,2022-12-28,4194477,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://reichl.net/,Horizont.at
Red Bull Werbespot 2005,Red Bull,TV,2024-07-13,7046499,,Bei Lidl Österreich ist mehr für dich drin.,https://www.handler.co.at/,Statista AT
Magenta Werbespot 1970,Magenta,TikTok,2021-04-21,1466684,Christoph Waltz,Red Bull verleiht dir Flüüügel.,http://stock.co.at/,Meta Ads Library
XXXLutz Werbespot 2024,XXXLutz,TikTok,2023-10-29,5094845,,Erste Bank – Weil du zählst.,https://www.kessler-pfeifer.co.at/,Horizont.at
XXXLutz Werbespot 1970,XXXLutz,TikTok,2022-01-04,7693211,Manuel Rubey,Spar – wo Qualität auf Preis trifft.,https://hoermann.org/,ORF
XXXLutz Werbespot 2007,XXXLutz,Instagram,2023-01-20,3808745,DJ Ötzi,Red Bull verleiht dir Flüüügel.,http://www.kammerer.org/,YouTube Leaderboard
XXXLutz Werbespot 2011,XXXLutz,TikTok,2020-07-18,2517465,,ÖBB – Nachhaltig ans Ziel.,http://www.trinkl-karner.net/,ORF
Magenta Werbespot 2002,Magenta,Facebook,2020-08-07,1695179,,Spar – wo Qualität auf Preis trifft.,http://reiter.org/,Horizont.at
Erste Bank Werbespot 1992,Erste Bank,Instagram,2024-03-25,7737516,,Red Bull verleiht dir Flüüügel.,https://www.haemmerle.com/,YouTube Leaderboard
Magenta Werbespot 2007,Magenta,Instagram,2024-11-08,5968870,,XXXLutz macht Wohnen zum Erlebnis.,http://www.scherr.com/,ORF
Magenta Werbespot 1974,Magenta,TikTok,2021-07-26,4796860,Petra Frey,Magenta – So geht Internet heute.,https://www.kohler-reitbauer.org/,Horizont.at
Erste Bank Werbespot 1981,Erste Bank,YouTube,2025-02-25,4394976,Manuel Rubey,XXXLutz macht Wohnen zum Erlebnis.,https://www.erlacher.com/,Meta Ads Library
XXXLutz Werbespot 2017,XXXLutz,YouTube,2022-12-22,5632499,Christoph Waltz,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://dietrich-mittermayr.co.at/,YouTube Leaderboard
Erste Bank Werbespot 1995,Erste Bank,Instagram,2024-02-22,5742693,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.hoefer.com/,YouTube Leaderboard
Red Bull Werbespot 2023,Red Bull,Facebook,2020-08-13,6331604,Marcel Hirscher,ÖBB – Nachhaltig ans Ziel.,http://www.mueller-baldauf.net/,Meta Ads Library
ÖBB Werbespot 2004,ÖBB,YouTube,2021-08-10,5178295,Petra Frey,ÖBB – Nachhaltig ans Ziel.,http://schweighofer-widmann.org/,YouTube Leaderboard
Magenta Werbespot 1991,Magenta,Facebook,2023-01-31,4295926,Manuel Rubey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.schartner.at/,Meta Ads Library
XXXLutz Werbespot 2001,XXXLutz,TV,2023-08-06,6621158,Manuel Rubey,Erste Bank – Weil du zählst.,http://www.bitschnau-scherzer.org/,Horizont.at
Red Bull Werbespot 1975,Red Bull,Instagram,2023-02-18,1713619,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,https://www.neumeister.com/,Statista AT
A1 Telekom Werbespot 1971,A1 Telekom,Instagram,2025-03-18,6344302,,Bei Lidl Österreich ist mehr für dich drin.,https://www.grundner-gratzl.com/,Horizont.at
Lidl Österreich Werbespot 1988,Lidl Österreich,Facebook,2024-10-28,2477741,Anna Veith,Mit Hofer wird’s g’scheit günstig.,https://erler.co.at/,YouTube Leaderboard
Spar Werbespot 1988,Spar,Facebook,2021-04-09,6176293,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,http://www.pachler.org/,Meta Ads Library
XXXLutz Werbespot 1991,XXXLutz,TV,2022-08-09,2351363,Armin Assinger,ÖBB – Nachhaltig ans Ziel.,http://hebenstreit.com/,ORF
Billa Werbespot 2011,Billa,TikTok,2023-03-07,7106881,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.baumann.at/,Meta Ads Library
ÖBB Werbespot 1977,ÖBB,Facebook,2023-07-24,345045,Petra Frey,Red Bull verleiht dir Flüüügel.,http://www.kratzer-gindl.org/,ORF
Lidl Österreich Werbespot 2010,Lidl Österreich,TikTok,2024-02-03,7082770,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://taferner-gross.org/,Statista AT
Lidl Österreich Werbespot 1975,Lidl Österreich,Instagram,2024-04-04,621368,,Erste Bank – Weil du zählst.,http://www.mair.com/,Horizont.at
A1 Telekom Werbespot 2016,A1 Telekom,TikTok,2024-04-03,581905,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,https://www.fleischmann.com/,YouTube Leaderboard
XXXLutz Werbespot 1994,XXXLutz,TikTok,2023-08-20,3394107,,XXXLutz macht Wohnen zum Erlebnis.,http://lintner-meixner.at/,ORF
A1 Telekom Werbespot 1974,A1 Telekom,Instagram,2024-05-04,2787187,Anna Veith,Erste Bank – Weil du zählst.,http://luttenberger-vogler.co.at/,ORF
A1 Telekom Werbespot 1989,A1 Telekom,TikTok,2023-04-07,3993390,,ÖBB – Nachhaltig ans Ziel.,http://www.taferner-schreiber.at/,Meta Ads Library
Spar Werbespot 1992,Spar,Instagram,2025-01-10,3748527,,Spar – wo Qualität auf Preis trifft.,http://luttenberger.net/,Horizont.at
Lidl Österreich Werbespot 1986,Lidl Österreich,YouTube,2022-05-16,5735655,Anna Veith,Erste Bank – Weil du zählst.,http://bucher-kaspar.co.at/,Statista AT
Spar Werbespot 2017,Spar,Instagram,2023-12-19,4541839,Manuel Rubey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://schinagl.at/,Meta Ads Library
Magenta Werbespot 2020,Magenta,TikTok,2025-03-07,6744514,DJ Ötzi,ÖBB – Nachhaltig ans Ziel.,https://www.poelzl.org/,Statista AT
Hofer Werbespot 1976,Hofer,Instagram,2024-02-01,7545332,Armin Assinger,Spar – wo Qualität auf Preis trifft.,http://burgstaller-puehringer.at/,ORF
Magenta Werbespot 2016,Magenta,YouTube,2023-07-10,1414209,Conchita Wurst,ÖBB – Nachhaltig ans Ziel.,https://salcher.co.at/,Horizont.at
Red Bull Werbespot 1979,Red Bull,YouTube,2025-03-28,1778163,,Spar – wo Qualität auf Preis trifft.,http://www.franz.com/,Statista AT
Spar Werbespot 1996,Spar,TikTok,2025-03-19,6962047,Anna Veith,Magenta – So geht Internet heute.,https://www.scheiber.com/,Meta Ads Library
